what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1251466703140
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466704218
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466711187
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466711281
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466712093
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1251466712125
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.project.closeProject",1251466716406
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251466717078
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251466717171
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251466717250
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251466717296
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251466717359
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251466717390
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251466717421
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251466717484
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251466717781
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466727593
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466730625
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466733687
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466734937
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1251466735000
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251466746218
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251466746453
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1251466754250
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1251466754578
