what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251464807593
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1251464812390
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251464815234
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251464825750
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251464826031
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251464826296
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.delete.line",1251464828171
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1251464856640
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251464868687
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1251464881234
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1251464883328
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251464887359
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251464896546
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251464915734
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251464926953
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251464969375
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251464977656
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251465188562
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1251465194406
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251465202812
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251465217390
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251465217703
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251465217968
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1251465241046
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251465242046
