what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251463881812
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251463883031
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251463883031
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251463883062
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251463914640
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251463916843
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251463938406
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251463940562
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251463967078
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251463970359
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251463973437
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1251463998484
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251464036078
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251464036093
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251464036171
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251464042078
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251464042250
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251464141546
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251464156046
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1251464159140
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251464164687
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251464169718
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251464170046
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251464170296
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1251464211218
