what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepInto",1251468201437
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepOver",1251468206593
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepOver",1251468207031
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepOver",1251468207515
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepInto",1251468208593
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepOver",1251468214328
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepOver",1251468214781
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepOver",1251468215500
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepInto",1251468216578
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepOver",1251468222500
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepOver",1251468222968
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepOver",1251468223390
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepInto",1251468224218
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.Terminate",1251468245546
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251468249375
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251468250687
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251468252296
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251468462890
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251468464468
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251468480218
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251468561968
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251468563312
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251468619265
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251468620828
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251469560296
