what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1251466229468
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1251466232906
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1251466236046
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1251466244421
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466259062
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466259078
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466259484
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466264390
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466274281
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466310265
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466317218
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466429750
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466430046
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466432468
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466432656
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466435406
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1251466438328
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466441218
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466451515
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466458531
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466464421
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466468171
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1251466472421
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251466472781
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1251466473093
